I,Window Size,Processing Time (s),Events/s,CPU (%), Memory (MB),CPU (%)
1,100,1.0566298961639404,94.64051733066296,0.0,194.078125,
2,100,0.011371135711669922,8794.19633496876,8.75,194.078125,
3,100,0.010425090789794922,9592.242601655766,8.3375,194.078125,
4,100,0.009450912475585938,10580.988900100909,8.05,194.109375,
5,100,0.009090900421142578,11000.010490427485,8.025,194.125,
6,100,0.008954048156738281,11168.132921503888,7.7375,194.125,
7,100,0.00864100456237793,11572.728526887951,7.6375,194.125,
8,100,0.008309125900268555,12034.960259389974,7.5375,194.125,
9,100,0.008044958114624023,12430.145511661678,7.325,194.125,
10,100,0.008359909057617188,11961.85261236596,7.4375,194.125,
11,100,0.008308887481689453,12035.305595408896,7.65,194.125,
12,100,0.008298873901367188,12049.827625833143,7.4625,194.125,
13,100,0.008445978164672852,11839.95483415667,7.6,194.125,
14,100,0.010042905807495117,9957.27749685445,8.325,195.5,
15,100,0.00808095932006836,12374.76839558624,7.375,195.5,
16,100,0.008877992630004883,11263.80750328974,7.825,195.5,
17,100,0.008581876754760742,11652.462842061397,7.65,195.5,
18,100,0.008347272872924805,11979.960583816515,7.5125,195.5,
19,100,0.00863790512084961,11576.881037813966,7.7,195.5,
20,100,0.008201122283935547,12193.453107738822,7.4375,195.5,
21,100,0.008613824844360352,11609.244651111296,7.6875,195.5,
22,100,0.008938789367675781,11187.197268750668,7.775,195.5,
23,100,0.008214950561523438,12172.927791966566,7.4625,195.5,
24,100,0.008175134658813477,12232.21441278544,7.4625,195.5,
25,100,0.00800013542175293,12499.788407092832,7.3875,195.5,
26,100,0.007972002029418945,12543.90046953973,7.3375,195.5,
27,100,1.3907439708709717,71.90396082563902,0.2375,204.109375,
28,100,0.015773296356201172,6339.828894464767,9.6,204.109375,
29,100,0.01194906234741211,8368.857496308712,8.95,204.109375,
30,100,0.010788917541503906,9268.770441085477,8.575,204.109375,
31,100,0.00979304313659668,10211.330493000609,8.2375,204.109375,
32,100,0.009348869323730469,10696.480669182904,8.0625,204.109375,
33,100,0.009005069732666016,11104.855705586444,7.775,204.109375,
34,100,0.008702993392944336,11490.299427444319,7.725,204.109375,
35,100,0.00854182243347168,11707.103581098054,7.65,204.109375,
36,100,0.008414983749389648,11883.564244227227,7.575,204.109375,
37,100,0.00840902328491211,11891.98752480862,7.7,204.109375,
38,100,0.008248090744018555,12124.017921664981,7.5,204.109375,
39,100,0.008578777313232422,11656.672780834862,7.675,204.109375,
40,100,0.009327888488769531,10720.53982210408,8.0125,204.109375,
41,100,0.009897947311401367,10103.104901842707,8.3,204.703125,
42,100,0.009505033493041992,10520.741465372363,8.0875,204.703125,
43,100,0.008369922637939453,11947.541730758276,7.5375,204.703125,
44,100,0.008090972900390625,12359.45308816596,7.425,204.703125,
45,100,0.008366107940673828,11952.98945568538,7.5375,204.703125,
46,100,0.00807809829711914,12379.151171713595,7.4,204.703125,
47,100,0.008471250534057617,11804.632574371675,7.6125,204.703125,
48,100,0.008221864700317383,12162.69102508337,7.475,204.703125,
49,100,0.008083820343017578,12370.38872176016,7.425,204.703125,
50,100,0.008212089538574219,12177.168737661132,7.4375,204.8125,
51,100,0.008279085159301758,12078.629229661627,7.5,204.8125,
52,100,0.008239269256591797,12136.99866890445,7.4875,204.8125,
53,100,0.008172035217285156,12236.853775236317,7.45,204.8125,
54,100,1.3862919807434082,72.13487590570519,0.2875,210.65625,
55,100,0.014796018600463867,6758.574904526338,9.55,210.65625,
56,100,0.011977434158325195,8349.033580826881,8.9625,210.65625,
57,100,0.010670900344848633,9371.280470094063,8.55,210.65625,
58,100,0.009870052337646484,10131.658534228707,8.225,210.65625,
59,100,0.009312152862548828,10738.655333094372,8.0375,210.65625,
60,100,0.008866071701049805,11278.952322048028,7.8125,210.65625,
61,100,0.008700847625732422,11493.133117772784,7.7375,210.65625,
62,100,0.008450031280517578,11834.275718074601,7.6375,210.65625,
63,100,0.00839686393737793,11909.208097901701,7.5625,210.65625,
64,100,0.00839996337890625,11904.813805631244,7.675,210.65625,
65,100,0.0084381103515625,11850.994575045208,7.575,210.65625,
66,100,0.008520841598510742,11735.929936483953,7.775,210.65625,
67,100,0.00806879997253418,12393.416659279615,7.4125,210.65625,
68,100,0.009752035140991211,10254.26985795663,8.275,210.734375,
69,100,0.008319854736328125,12019.44062356717,7.525,210.734375,
70,100,0.008412361145019531,11887.26901711824,7.55,210.734375,
71,100,0.008388757705688477,11920.716214295864,7.5375,210.734375,
72,100,0.008719921112060547,11467.993656696013,7.7375,210.734375,
73,100,0.008393049240112305,11914.620912990371,7.5625,210.734375,
74,100,0.008274078369140625,12085.938220378055,7.5125,210.734375,
75,100,0.00801396369934082,12478.219736411507,7.35,210.734375,
76,100,0.008344888687133789,11983.383331904803,7.55,210.734375,
77,100,0.008365154266357422,11954.352163255999,7.575,210.734375,
78,100,0.008154153823852539,12263.68819625157,7.3625,210.734375,
79,100,0.008230924606323242,12149.303362975408,7.475,210.734375,
80,100,0.0080718994140625,12388.657844990548,7.4,210.734375,
81,100,1.3881840705871582,72.03655633197343,0.3375,215.421875,
82,100,0.014487981796264648,6902.272615070679,9.5125,215.421875,
83,100,0.012390851974487305,8070.470069846645,9.0375,215.421875,
84,100,0.010736703872680664,9313.845402260564,8.525,215.421875,
85,100,0.009890079498291016,10111.142182151294,8.2875,215.421875,
86,100,0.009356975555419922,10687.213983590684,8.0375,215.421875,
87,100,0.008915901184082031,11215.916140763718,7.85,215.421875,
88,100,0.008646965026855469,11564.751295908238,7.675,215.421875,
89,100,0.008536100387573242,11714.951261067508,7.65,215.421875,
90,100,0.00879216194152832,11373.766846543916,7.875,215.421875,
91,100,0.00823211669921875,12147.544022242817,7.575,215.421875,
92,100,0.008262872695922852,12102.328533918111,7.4625,215.421875,
93,100,0.008658885955810547,11548.829781375627,7.725,215.421875,
94,100,0.008161067962646484,12253.298276365762,7.4375,215.421875,
95,100,0.010370016098022461,9643.18657316933,8.475,215.421875,
96,100,0.009235858917236328,10827.36331250968,7.9375,215.421875,
97,100,0.00931096076965332,10740.030215348374,7.9875,215.421875,
98,100,0.00975799560546875,10248.00625488663,8.05,215.421875,
99,100,0.008836984634399414,11316.077161742884,7.75,215.421875,
100,100,0.010621786117553711,9414.6124666113,8.2125,215.421875,
101,100,0.011171102523803711,8951.6679116423,7.5375,215.4375,
102,100,0.008224010467529297,12159.517597263291,7.475,215.4375,
103,100,0.008580207824707031,11654.729354229188,7.65,215.4375,
104,100,0.008222818374633789,12161.280408246108,7.4,215.4375,
105,100,0.008451223373413086,11832.606426495895,7.4875,215.4375,
106,100,0.008783817291259766,11384.571955919873,7.725,215.4375,
107,100,0.008092164993286133,12357.63236204001,7.4125,215.4375,
108,100,1.37807297706604,72.56509754142563,0.275,217.234375,
109,100,0.013946771621704102,7170.118125715849,9.425,217.234375,
110,100,0.01163792610168457,8592.596234609633,8.8125,217.234375,
111,100,0.010738134384155273,9312.604631541553,8.5375,217.234375,
112,100,0.00970602035522461,10302.883812331123,8.1625,217.234375,
113,100,0.009345769882202148,10700.028061940355,8.0,217.234375,
114,100,0.008841991424560547,11309.669417030686,7.775,217.234375,
115,100,0.008574962615966797,11661.858421842851,7.625,217.234375,
116,100,0.00828695297241211,12067.161516773116,7.525,217.234375,
117,100,0.008924007415771484,11205.728025647875,7.8125,217.234375,
118,100,0.008254051208496094,12115.26285384171,7.625,217.234375,
119,100,0.008262872695922852,12102.328533918111,7.5125,217.234375,
120,100,0.008134126663208008,12293.882815018906,7.425,217.234375,
