I,Window Size,Processing Time (s),Events/s,CPU (%),Memory (MB), Total Events,Cumulative Total Events
347,6,0.0004930496215820312,12169.160541586074,7.675,207.484375,,5177,5183
348,10,0.0009388923645019531,10650.84814626714,8.0125,207.484375,,5183,5193
349,13,0.001194000244140625,10887.769968051118,7.95,207.484375,,5193,5206
350,8,0.0006561279296875,12192.744186046511,7.4,207.484375,,5206,5214
351,16,0.0012669563293457031,12628.691004892737,7.325,207.484375,,5214,5230
352,18,0.0014259815216064453,12622.884467480355,7.3625,207.484375,,5230,5248
353,15,0.0012290477752685547,12204.570320077595,7.225,207.484375,,5248,5263
354,6,0.0004839897155761719,12396.957635467981,7.5125,207.484375,,5263,5269
355,17,0.0015077590942382812,11275.010752688173,7.6875,207.484375,,5269,5286
356,13,0.0012688636779785156,10245.387448327696,8.1625,207.484375,,5286,5299
357,22,0.0020380020141601562,10794.886289190454,7.9125,207.484375,,5299,5321
358,13,0.0010418891906738281,12477.334553775743,7.4375,207.484375,,5321,5334
359,8,0.0006630420684814453,12065.599424667385,7.4625,207.484375,,5334,5342
360,14,0.0011687278747558594,11978.836393308853,7.5125,207.484375,,5342,5356
361,48,1.3739650249481201,34.93538709386903,0.25,210.96875,,5356,5404
