I,Window Size,Processing Time (s),Events/s,CPU (%),Memory (MB), Total Events,Cumulative Total Events
47,20,0.0020699501037597656,9662.06864777701,8.4125,194.265625,,920,940
48,20,0.002048015594482422,9765.550640279394,8.4375,194.265625,,940,960
49,20,0.00209808349609375,9532.50909090909,7.775,194.265625,,960,980
50,20,0.0019080638885498047,10481.829314007247,8.6625,194.265625,,980,1000
51,20,0.0019059181213378906,10493.630222667,8.075,194.265625,,1000,1020
52,20,0.0018711090087890625,10688.848114169215,8.1625,194.265625,,1020,1040
53,20,0.0019199848175048828,10416.74903762573,8.125,194.265625,,1040,1060
54,20,0.0019559860229492188,10225.02194051682,8.225,194.265625,,1060,1080
55,20,0.0019943714141845703,10028.222355050806,8.3625,194.265625,,1080,1100
56,20,0.001986980438232422,10065.524358051356,8.2125,194.265625,,1100,1120
57,20,0.0019638538360595703,10184.057302415928,8.2375,194.265625,,1120,1140
58,20,0.0019960403442382812,10019.837553750598,8.3375,194.265625,,1140,1160
59,20,0.002034902572631836,9828.480374926772,8.3125,194.265625,,1160,1180
60,20,0.0019118785858154297,10460.915326100512,8.15,194.265625,,1180,1200
61,20,0.0016841888427734375,11875.15288788222,7.625,194.265625,,1200,1220
62,20,0.0017693042755126953,11303.878183533217,7.8875,194.265625,,1220,1240
63,20,0.002031087875366211,9846.939781664514,8.25,194.265625,,1240,1260
64,20,0.0016589164733886719,12056.062086806554,7.5875,194.265625,,1260,1280
65,20,0.0016651153564453125,12011.179839633447,7.6,194.265625,,1280,1300
66,20,0.0016722679138183594,11959.806102081551,7.475,194.265625,,1300,1320
67,20,0.0036821365356445312,5431.629111629111,10.2375,195.640625,,1320,1340
68,20,0.0016961097717285156,11791.689626089401,7.625,195.640625,,1340,1360
69,20,0.0016658306121826172,12006.022613424931,7.5375,195.640625,,1360,1380
70,20,0.0016713142395019531,11966.630527817404,7.6625,195.640625,,1380,1400
71,20,0.0018529891967773438,10793.371075656201,7.85,195.640625,,1400,1420
72,20,0.0016491413116455078,12127.523492843718,7.5375,195.640625,,1420,1440
73,20,0.0016620159149169922,12033.57911347009,7.6,195.65625,,1440,1460
74,20,0.001657724380493164,12064.731770458795,7.5875,195.65625,,1460,1480
75,20,0.0016598701477050781,12049.135305946567,7.5625,195.65625,,1480,1500
76,20,0.002000093460083008,9999.532721420908,8.2375,195.65625,,1500,1520
77,20,0.0017740726470947266,11273.495497916947,7.775,195.65625,,1520,1540
78,20,0.0016751289367675781,11939.379447765443,7.525,195.65625,,1540,1560
79,20,0.0016710758209228516,11968.337851334,7.6,195.65625,,1560,1580
80,20,0.0016651153564453125,12011.179839633447,7.5,195.65625,,1580,1600
81,20,0.0017709732055664062,11293.22563274098,7.7625,195.65625,,1600,1620
82,20,0.0019850730895996094,10075.195772279607,8.2625,195.65625,,1620,1640
83,20,0.0017681121826171875,11311.499460625675,7.5875,195.65625,,1640,1660
84,20,0.0017158985137939453,11655.700986522163,7.75,195.65625,,1660,1680
85,20,0.0018529891967773438,10793.371075656201,8.0875,195.65625,,1680,1700
86,20,0.0017559528350830078,11389.827562797012,7.8,195.65625,,1700,1720
87,20,0.001669168472290039,11982.013998000286,7.6625,195.65625,,1720,1740
88,20,0.0016400814056396484,12194.51664486117,7.525,195.65625,,1740,1760
89,20,0.001687765121459961,11849.990111597683,7.6625,195.65625,,1760,1780
90,20,0.0019860267639160156,10070.357743097238,8.3125,195.65625,,1780,1800
91,20,0.001931905746459961,10352.471923978774,8.1,195.65625,,1800,1820
92,20,0.0016429424285888672,12173.281091278479,7.5,195.65625,,1820,1840
93,20,0.0016551017761230469,12083.84903486027,7.5375,195.65625,,1840,1860
94,20,0.0019061565399169922,10492.317698561601,8.1,195.65625,,1860,1880
95,20,0.001983165740966797,10084.88578985333,8.2375,195.65625,,1880,1900
96,20,0.0017230510711669922,11607.31700567317,7.675,195.65625,,1900,1920
97,20,0.00164794921875,12136.296296296296,7.55,195.65625,,1920,1940
98,20,0.0016756057739257812,11935.981787137165,7.5875,195.65625,,1940,1960
99,20,0.001984119415283203,10080.03845229512,8.2875,195.65625,,1960,1980
100,20,0.001970052719116211,10152.012586227762,8.2625,195.65625,,1980,2000
101,20,0.0018858909606933594,10605.067003792668,8.0125,195.65625,,2000,2020
102,20,0.0016520023345947266,12106.520421417232,7.5875,195.65625,,2020,2040
103,20,0.001764059066772461,11337.488849844574,7.775,195.65625,,2040,2060
104,20,0.0018978118896484375,10538.452261306533,8.125,195.65625,,2060,2080
105,20,0.001981973648071289,10090.95152171298,8.2625,195.65625,,2080,2100
106,20,0.0017490386962890625,11434.85278080698,7.75,195.65625,,2100,2120
107,20,0.001703023910522461,11743.816323673527,7.55,195.65625,,2120,2140
108,20,0.0019948482513427734,10025.82526592566,8.35,195.65625,,2140,2160
109,20,0.0020067691802978516,9966.268266603303,8.275,195.65625,,2160,2180
110,20,0.001968860626220703,10158.159360620004,8.225,195.65625,,2180,2200
111,20,0.002007007598876953,9965.084343074364,8.3,195.65625,,2200,2220
112,20,0.002007007598876953,9965.084343074364,8.275,195.65625,,2220,2240
113,20,0.001981973648071289,10090.95152171298,8.275,195.65625,,2240,2260
114,20,0.001898050308227539,10537.128501444542,8.0625,195.65625,,2260,2280
115,20,0.0019888877868652344,10055.871493646608,8.3375,195.65625,,2280,2300
116,20,0.0018932819366455078,10563.667044452839,8.1,195.65625,,2300,2320
117,20,0.002022266387939453,9889.893892949776,8.2875,195.65625,,2320,2340
118,20,0.0017900466918945312,11172.892914224827,7.85,195.65625,,2340,2360
119,20,0.0018520355224609375,10798.9289392379,8.0625,195.65625,,2360,2380
120,20,0.0020508766174316406,9751.927458730528,8.3125,195.65625,,2380,2400
121,20,0.0017659664154052734,11325.243688402863,7.775,195.65625,,2400,2420
122,20,0.0017731189727783203,11279.558961947021,7.7625,195.65625,,2420,2440
123,20,0.0018231868743896484,10969.802536942592,7.9125,195.65625,,2440,2460
124,20,0.001692056655883789,11819.935183880512,7.7375,195.65625,,2460,2480
125,20,0.0017170906066894531,11647.608997500694,7.675,195.65625,,2480,2500
126,20,0.0016987323760986328,11773.4849122807,7.6125,195.65625,,2500,2520
127,20,0.0019712448120117188,10145.873246250605,8.1625,195.65625,,2520,2540
128,20,0.0019698143005371094,10153.241345921084,8.2625,195.65625,,2540,2560
129,20,0.0018739700317382812,10672.529262086515,8.0125,195.65625,,2560,2580
130,20,0.001714944839477539,11662.182677603225,7.725,195.65625,,2580,2600
131,20,0.0019948482513427734,10025.82526592566,8.3375,195.65625,,2600,2620
132,20,0.0017850399017333984,11204.231334312808,7.8125,195.65625,,2620,2640
133,20,0.0017080307006835938,11709.391401451703,7.6875,195.65625,,2640,2660
134,20,1.3567280769348145,14.741347466756173,0.1375,199.765625,,2660,2680
135,20,0.0050008296966552734,3999.3363528009536,11.3375,200.9375,,2680,2700
136,20,0.0026390552520751953,7578.469599783179,9.375,200.9375,,2700,2720
137,20,0.0025479793548583984,7849.357162908206,9.0875,200.9375,,2720,2740
138,20,0.0027060508728027344,7390.844052863436,9.3125,200.9375,,2740,2760
139,20,0.0029578208923339844,6761.734644526842,9.125,200.9375,,2760,2780
140,20,0.002402067184448242,8326.161786600496,8.9125,200.9375,,2780,2800
141,20,0.0023889541625976562,8371.864271457085,8.8875,200.9375,,2800,2820
142,20,0.002302885055541992,8684.758256548297,8.8,200.9375,,2820,2840
143,20,0.002164125442504883,9241.608460945246,8.5625,200.9375,,2840,2860
144,20,0.0021507740020751953,9298.97794036138,8.6375,200.9375,,2860,2880
145,20,0.0020859241485595703,9588.076351583039,8.45,200.9375,,2880,2900
146,20,0.0022699832916259766,8810.637538073732,8.575,200.9375,,2900,2920
147,20,0.002232789993286133,8957.403096636412,8.5375,200.9375,,2920,2940
148,20,0.002131938934326172,9381.13173786625,8.3625,200.9375,,2940,2960
149,20,0.0019750595092773438,10126.277160791888,8.2625,200.9375,,2960,2980
150,20,0.00197601318359375,10121.389961389961,8.2125,200.9375,,2980,3000
151,20,0.001965045928955078,10177.879155544771,8.2625,200.9375,,3000,3020
152,20,0.0019598007202148438,10205.119221411192,8.0875,200.9375,,3020,3040
153,20,0.0018723011016845703,10682.042531516618,8.0625,200.9375,,3040,3060
154,20,0.001990079879760742,10049.847849526775,8.05,200.9375,,3060,3080
155,20,0.0020780563354492188,9624.378155117027,7.825,200.9375,,3080,3100
156,20,0.0019178390502929688,10428.40377921432,8.0,200.9375,,3100,3120
157,20,0.0019230842590332031,10399.960327299777,8.0375,200.9375,,3120,3140
158,20,0.0018339157104492188,10905.626625065002,7.9625,200.9375,,3140,3160
159,20,0.0018308162689208984,10924.08907409819,7.9625,200.9375,,3160,3180
160,20,0.0018007755279541016,11106.325963193432,7.975,200.9375,,3180,3200
161,20,0.0018150806427001953,11018.794167870747,7.9125,200.9375,,3200,3220
162,20,0.0017621517181396484,11349.760519550806,7.7375,200.9375,,3220,3240
163,20,0.0019011497497558594,10519.949836970152,7.975,200.9375,,3240,3260
164,20,0.002073049545288086,9647.622771707878,7.8375,200.9375,,3260,3280
165,20,0.0018801689147949219,10637.342125285315,7.975,200.9375,,3280,3300
166,20,0.0017611980438232422,11355.90632191688,7.8125,200.9375,,3300,3320
167,20,0.0017740726470947266,11273.495497916947,7.725,200.9375,,3320,3340
168,20,0.001725912094116211,11588.075701063683,7.7625,200.9375,,3340,3360
169,20,0.0017468929290771484,11448.89859424048,7.7,200.9375,,3360,3380
170,20,0.0017960071563720703,11135.813089074738,7.85,200.9375,,3380,3400
171,20,0.00197601318359375,10121.389961389961,8.2375,200.9375,,3400,3420
172,20,0.0020368099212646484,9819.27660072574,8.2,200.9375,,3420,3440
173,20,0.0020999908447265625,9523.851044504996,7.725,200.9375,,3440,3460
174,20,0.0018889904022216797,10587.666288022214,7.925,200.9375,,3460,3480
175,20,0.0018308162689208984,10924.08907409819,7.85,200.9375,,3480,3500
176,20,0.002015829086303711,9921.47604967475,8.325,200.9375,,3500,3520
177,20,0.0018382072448730469,10880.166018158236,8.0,200.9375,,3520,3540
178,20,0.0018203258514404297,10987.043876882777,7.85,200.9375,,3540,3560
179,20,0.002029895782470703,9852.72257458304,8.4125,200.9375,,3560,3580
180,20,0.0020742416381835938,9642.07816091954,8.3375,200.9375,,3580,3600
181,20,0.001979827880859375,10101.88824662813,8.1375,200.9375,,3600,3620
182,20,0.0017538070678710938,11403.762914627516,7.75,200.9375,,3620,3640
183,20,0.001971006393432617,10147.100520140317,8.2375,200.9375,,3640,3660
184,20,0.002131938934326172,9381.13173786625,9.025,200.9375,,3660,3680
185,20,0.0019540786743164062,10235.00244021474,8.25,200.9375,,3680,3700
186,20,0.0017580986022949219,11375.926227285056,7.6875,200.9375,,3700,3720
187,20,0.001856088638305664,10775.347463070006,7.975,200.9375,,3720,3740
188,20,0.001993894577026367,10030.620590697119,8.3,200.9375,,3740,3760
189,20,0.001950979232788086,10251.262373212758,8.15,200.9375,,3760,3780
190,20,0.0020990371704101562,9528.178100863244,8.0,200.9375,,3780,3800
191,20,0.0019881725311279297,10059.489147379782,8.1875,200.9375,,3800,3820
192,20,0.0018911361694335938,10575.65305093293,7.9125,200.9375,,3820,3840
193,20,0.0018050670623779297,11079.920750231146,7.8875,200.9375,,3840,3860
194,20,0.0016813278198242188,11895.360181508791,7.6875,200.9375,,3860,3880
195,20,0.00168609619140625,11861.719457013574,7.575,200.9375,,3880,3900
196,20,0.0019669532775878906,10168.009696969697,8.2375,200.9375,,3900,3920
197,20,0.0020492076873779297,9759.86969168121,8.3625,200.9375,,3920,3940
198,20,0.0018897056579589844,10583.658844309866,7.9625,200.9375,,3940,3960
199,20,0.0019230842590332031,10399.960327299777,8.0875,200.9375,,3960,3980
200,20,0.0018758773803710938,10661.677681748855,7.9875,200.9375,,3980,4000
201,20,0.001984119415283203,10080.03845229512,8.3,200.9375,,4000,4020
202,20,0.0041162967681884766,4858.73617144512,10.6,202.046875,,4020,4040
203,20,0.0018210411071777344,10982.728462948417,8.025,202.046875,,4040,4060
204,20,0.0018820762634277344,10626.561945781606,8.075,202.046875,,4060,4080
205,20,0.0019588470458984375,10210.087633885103,7.925,202.046875,,4080,4100
206,20,0.0021009445190429688,9519.527916477531,8.2375,202.046875,,4100,4120
207,20,0.002215862274169922,9025.831719388852,8.3875,202.046875,,4120,4140
208,20,0.0016961097717285156,11791.689626089401,7.525,202.046875,,4140,4160
209,20,0.0018630027770996094,10735.357051446123,7.9875,202.046875,,4160,4180
210,20,0.0016739368438720703,11947.88206808147,7.5875,202.046875,,4180,4200
211,20,0.0016889572143554688,11841.626199887069,7.65,202.046875,,4200,4220
212,20,0.001680135726928711,11903.800198666098,7.6375,202.046875,,4220,4240
213,20,0.0020112991333007812,9943.821716453296,8.25,202.046875,,4240,4260
214,20,0.0020189285278320312,9906.24468587624,8.35,202.0625,,4260,4280
215,20,0.0019659996032714844,10172.942032500607,8.275,202.0625,,4280,4300
216,20,0.0020089149475097656,9955.623071445525,8.2,202.0625,,4300,4320
217,20,0.002022981643676758,9886.39717147908,8.3125,202.0625,,4320,4340
218,20,0.0019779205322265625,10111.629701060752,8.2,202.0625,,4340,4360
219,20,0.002000093460083008,9999.532721420908,8.3125,202.0625,,4360,4380
220,20,0.0020182132720947266,9909.755463673951,8.1625,202.0625,,4380,4400
221,20,0.0019822120666503906,10089.737791676689,8.3,202.0625,,4400,4420
222,20,0.001986980438232422,10065.524358051356,8.35,202.0625,,4420,4440
223,20,0.002012014389038086,9940.286763834578,8.2375,202.0625,,4440,4460
224,20,0.0021390914916992188,9349.763709317878,8.4125,202.0625,,4460,4480
225,20,0.0021429061889648438,9333.11971517579,7.975,202.0625,,4480,4500
226,20,0.002053976058959961,9737.211839814277,8.3375,202.0625,,4500,4520
227,20,0.0017440319061279297,11467.68010936432,7.725,202.0625,,4520,4540
228,20,0.0018110275268554688,11043.454449710374,7.825,202.0625,,4540,4560
229,20,0.002007007598876953,9965.084343074364,8.3125,202.0625,,4560,4580
230,20,0.002019166946411133,9905.074979336403,8.2625,202.0625,,4580,4600
231,20,0.0019731521606445312,10136.065732237796,8.25,202.0625,,4600,4620
232,20,0.0020308494567871094,9848.095797135478,8.3,202.0625,,4620,4640
233,20,0.002074003219604492,9643.18657316933,8.1375,202.0625,,4640,4660
234,20,0.0020308494567871094,9848.095797135478,8.3125,202.0625,,4660,4680
235,20,0.0018413066864013672,10861.851612067849,7.9375,202.0625,,4680,4700
236,20,0.0016970634460449219,11785.063220005619,7.65,202.0625,,4700,4720
237,20,0.0019888877868652344,10055.871493646608,8.3125,202.0625,,4720,4740
238,20,0.0019989013671875,10005.496183206107,8.275,202.0625,,4740,4760
239,20,0.002009868621826172,9950.899169632266,8.325,202.0625,,4760,4780
240,20,0.0020101070404052734,9949.718894555806,8.225,202.0625,,4780,4800
241,20,0.0021631717681884766,9245.682795106359,7.8625,202.0625,,4800,4820
242,20,0.0020728111267089844,9648.732459167242,8.2,202.0625,,4820,4840
243,20,0.002032041549682617,9842.318432476828,8.2625,202.0625,,4840,4860
244,20,0.0020270347595214844,9866.62902846389,8.3375,202.0625,,4860,4880
245,20,0.0020017623901367188,9991.195807527394,8.2625,202.0625,,4880,4900
246,20,0.002035856246948242,9823.8763321232,8.4,202.0625,,4900,4920
247,20,0.0020132064819335938,9934.400757934629,8.2625,202.0625,,4920,4940
248,20,0.0020411014556884766,9798.631001051279,8.25,202.0625,,4940,4960
249,20,0.002026081085205078,9871.273240762532,8.2375,202.0625,,4960,4980
250,20,0.0019347667694091797,10337.163277880469,8.2125,202.0625,,4980,5000
251,20,0.0018439292907714844,10846.402896302043,7.925,202.0625,,5000,5020
252,20,0.001966238021850586,10171.708500060628,8.275,202.0625,,5020,5040
253,20,0.0019834041595458984,10083.673518451737,8.2,202.0625,,5040,5060
254,20,0.0020089149475097656,9955.623071445525,8.225,202.0625,,5060,5080
255,20,0.0018680095672607422,10706.58328015316,7.9125,202.0625,,5080,5100
256,20,0.001653909683227539,12092.558742972467,7.5125,202.0625,,5100,5120
257,20,0.0016603469848632812,12045.674899483056,7.55,202.0625,,5120,5140
258,20,0.0021507740020751953,9298.97794036138,8.2625,202.0625,,5140,5160
259,20,0.0019979476928710938,10010.272076372315,8.325,202.0625,,5160,5180
260,20,0.0019791126251220703,10105.539091675702,8.3,202.0625,,5180,5200
261,20,0.0019659996032714844,10172.942032500607,8.2625,202.0625,,5200,5220
262,20,0.0018906593322753906,10578.320302648171,8.075,202.0625,,5220,5240
263,20,0.002012968063354492,9935.577401397608,8.15,202.0625,,5240,5260
264,20,0.0019838809967041016,10081.24984977767,8.275,202.0625,,5260,5280
265,20,0.0019707679748535156,10148.32809097508,8.25,202.0625,,5280,5300
266,20,0.0020208358764648438,9896.894761680038,8.0875,202.0625,,5300,5320
267,20,0.002146005630493164,9319.640039995556,8.0625,202.0625,,5320,5340
268,20,0.001705169677734375,11729.038031319911,7.525,202.0625,,5340,5360
269,20,1.3444900512695312,14.875528443750886,0.1125,205.109375,,5360,5380
270,20,0.0026979446411132812,7413.050547896783,9.2875,205.109375,,5380,5400
271,20,0.0023779869079589844,8410.475235612592,8.9875,205.109375,,5400,5420
272,20,0.0023560523986816406,8488.775551507792,8.9,205.109375,,5420,5440
273,20,0.002315044403076172,8639.143151390319,8.725,205.109375,,5440,5460
274,20,0.002171039581298828,9212.176586865802,8.6375,205.109375,,5460,5480
275,20,0.0025658607482910156,7794.655268537446,8.4625,205.109375,,5480,5500
276,20,0.0022051334381103516,9069.745918477673,8.6625,205.109375,,5500,5520
277,20,0.002165079116821289,9237.53771611056,8.45,205.109375,,5520,5540
278,20,0.002070903778076172,9657.619157264564,8.4375,205.109375,,5540,5560
279,20,0.0020248889923095703,9877.084657953608,8.4125,205.109375,,5560,5580
280,20,0.0020079612731933594,9960.351460460699,8.3625,205.109375,,5580,5600
281,20,0.002006053924560547,9969.82172569527,8.35,205.109375,,5600,5620
282,20,0.0019829273223876953,10086.098352771432,8.3,205.109375,,5620,5640
283,20,0.0019299983978271484,10362.70290302656,8.15,205.109375,,5640,5660
284,20,0.001950979232788086,10251.262373212758,8.2125,205.109375,,5660,5680
285,20,0.0019230842590332031,10399.960327299777,8.15,205.109375,,5680,5700
286,20,0.0018610954284667969,10746.359210863438,8.0625,205.109375,,5700,5720
287,20,0.0018689632415771484,10701.120040821534,8.05,205.109375,,5720,5740
288,20,0.001918792724609375,10423.220675944334,7.9875,205.109375,,5740,5760
289,20,0.0018219947814941406,10976.979848207275,8.0875,205.109375,,5760,5780
290,20,0.0017857551574707031,11199.743658210948,7.9375,205.109375,,5780,5800
291,20,0.0018439292907714844,10846.402896302043,7.9375,205.109375,,5800,5820
292,20,0.001767873764038086,11313.024949426837,7.8125,205.109375,,5820,5840
293,20,0.0018091201782226562,11055.097522403796,7.825,205.109375,,5840,5860
294,20,0.0017800331115722656,11235.746048754352,7.8125,205.109375,,5860,5880
295,20,0.0018198490142822266,10989.922704048211,7.925,205.109375,,5880,5900
296,20,0.0017979145050048828,11123.99946956637,7.825,205.109375,,5900,5920
297,20,0.0017540454864501953,11402.212858502107,7.7875,205.109375,,5920,5940
298,20,0.001729726791381836,11562.519641626464,7.65,205.109375,,5940,5960
299,20,0.0017740726470947266,11273.495497916947,7.8125,205.109375,,5960,5980
300,20,0.0019779205322265625,10111.629701060752,8.2625,205.109375,,5980,6000
301,20,0.0020017623901367188,9991.195807527394,8.3,205.109375,,6000,6020
302,20,0.0019817352294921875,10092.165543792107,8.2375,205.109375,,6020,6040
303,20,0.001962900161743164,10189.005222883517,8.125,205.109375,,6040,6060
304,20,0.002044200897216797,9783.77420107301,8.25,205.109375,,6060,6080
305,20,0.0017437934875488281,11469.248017500684,7.7375,205.109375,,6080,6100
306,20,0.001680135726928711,11903.800198666098,7.6,205.109375,,6100,6120
307,20,0.0016829967498779297,11883.564244227227,7.5125,205.109375,,6120,6140
308,20,0.001850128173828125,10810.061855670103,8.0125,205.109375,,6140,6160
309,20,0.00189208984375,10570.322580645161,8.05,205.109375,,6160,6180
310,20,0.0018677711486816406,10707.949961705386,8.0125,205.109375,,6180,6200
311,20,0.0020780563354492188,9624.378155117027,8.3375,205.109375,,6200,6220
312,20,0.002076864242553711,9629.902422224774,8.3125,205.109375,,6220,6240
313,20,0.002026081085205078,9871.273240762532,8.3375,205.109375,,6240,6260
314,20,0.0018749237060546875,10667.1007121058,7.9875,205.109375,,6260,6280
315,20,0.0016720294952392578,11961.511478682447,7.6875,205.109375,,6280,6300
316,20,0.0016777515411376953,11920.716214295864,7.5625,205.109375,,6300,6320
317,20,0.0017070770263671875,11715.932960893855,7.675,205.109375,,6320,6340
318,20,0.001783132553100586,11216.216071667335,7.7875,205.109375,,6340,6360
319,20,0.002129077911376953,9393.737961926092,8.4,205.109375,,6360,6380
320,20,0.002221822738647461,9001.618199377615,8.8125,205.109375,,6380,6400
321,20,0.0020530223846435547,9741.734990128905,8.3125,205.109375,,6400,6420
322,20,0.0021619796752929688,9250.780767534186,8.2625,205.109375,,6420,6440
323,20,0.001917123794555664,10432.294490734983,8.0625,205.109375,,6440,6460
324,20,0.001683950424194336,11876.834206427864,7.5875,205.109375,,6460,6480
325,20,0.001810312271118164,11047.81772685368,7.8375,205.109375,,6480,6500
326,20,0.001989126205444336,10054.666187222821,8.325,205.109375,,6500,6520
327,20,0.0019659996032714844,10172.942032500607,8.225,205.109375,,6520,6540
328,20,0.0020427703857421875,9790.62558356676,8.3375,205.109375,,6540,6560
329,20,0.0020279884338378906,9861.989184105338,8.2875,205.109375,,6560,6580
330,20,0.0017309188842773438,11554.556473829201,7.725,205.109375,,6580,6600
331,20,0.0020270347595214844,9866.62902846389,8.225,205.109375,,6600,6620
332,20,0.0018169879913330078,11007.227397979268,7.875,205.109375,,6620,6640
333,20,0.0016810894012451172,11897.047227343639,7.5625,205.109375,,6640,6660
334,20,0.0019288063049316406,10369.107540173052,8.0875,205.109375,,6660,6680
335,20,0.0021371841430664062,9358.107987505578,9.3,205.109375,,6680,6700
336,20,0.003854036331176758,5189.364676770801,10.1875,205.203125,,6700,6720
337,20,0.0019621849060058594,10192.719319562575,8.25,205.203125,,6720,6740
338,20,0.001917123794555664,10432.294490734983,8.05,205.203125,,6740,6760
339,20,0.0019130706787109375,10454.396809571286,7.9375,205.203125,,6760,6780
340,20,0.0016651153564453125,12011.179839633447,7.6,205.203125,,6780,6800
341,20,0.0016560554504394531,12076.890296573567,7.5125,205.203125,,6800,6820
342,20,0.0019767284393310547,10117.727656494995,8.1875,205.203125,,6820,6840
343,20,0.0019779205322265625,10111.629701060752,8.0625,205.203125,,6840,6860
344,20,0.002044200897216797,9783.77420107301,8.2125,205.203125,,6860,6880
345,20,0.0020139217376708984,9930.87249911211,8.3375,205.203125,,6880,6900
346,20,0.0020601749420166016,9707.913435944914,8.3875,205.203125,,6900,6920
347,20,0.0017468929290771484,11448.89859424048,7.6625,205.203125,,6920,6940
348,20,0.001661062240600586,12040.488014927516,7.5375,205.203125,,6940,6960
349,20,0.001683950424194336,11876.834206427864,7.6125,205.203125,,6960,6980
350,20,0.0017969608306884766,11129.903144487196,7.875,205.203125,,6980,7000
351,20,0.0019822120666503906,10089.737791676689,8.3125,205.203125,,7000,7020
352,20,0.0019779205322265625,10111.629701060752,8.2875,205.203125,,7020,7040
353,20,0.0020568370819091797,9723.667555349484,8.3625,205.203125,,7040,7060
354,20,0.0020270347595214844,9866.62902846389,8.175,205.203125,,7060,7080
355,20,0.0019457340240478516,10278.897193971326,8.2375,205.203125,,7080,7100
356,20,0.0016999244689941406,11765.228611500701,7.525,205.203125,,7100,7120
357,20,0.0018382072448730469,10880.166018158236,7.9625,205.203125,,7120,7140
358,20,0.0018801689147949219,10637.342125285315,7.925,205.203125,,7140,7160
359,20,0.001992940902709961,10035.420504845077,8.2875,205.203125,,7160,7180
360,20,0.001873016357421875,10677.9633401222,8.075,205.203125,,7180,7200
361,20,0.0019981861114501953,10009.077675695024,8.2,205.203125,,7200,7220
362,20,0.002050161361694336,9755.32968949878,8.2625,205.203125,,7220,7240
363,20,0.0019998550415039062,10000.72484501669,8.3375,205.203125,,7240,7260
364,20,0.002025127410888672,9875.921827172122,8.175,205.203125,,7260,7280
365,20,0.00197601318359375,10121.389961389961,8.2375,205.203125,,7280,7300
366,20,0.001962900161743164,10189.005222883517,8.05,205.203125,,7300,7320
