I,Window Size,Processing Time (s),Events/s,CPU (%), Memory (MB),CPU (%)
50,100,0.008761167526245117,11414.003864261029,7.75,201.921875,
51,100,0.009515047073364258,10509.669498108196,8.05,201.921875,
52,100,0.009475946426391602,10553.03560196251,8.05,201.921875,
53,100,0.008831024169921875,11323.714902807775,7.75,201.921875,
54,100,1.3859636783599854,72.15196297086968,0.3,206.359375,
55,100,0.01397705078125,7154.585152838428,9.3625,206.359375,
56,100,0.01158905029296875,8628.834759710337,8.8,206.359375,
57,100,0.010493278503417969,9529.910024538762,8.4625,206.359375,
58,100,0.009692192077636719,10317.583390731083,8.1,206.359375,
59,100,0.009247064590454102,10814.24261956942,7.9375,206.359375,
60,100,0.008795022964477539,11370.066957629646,7.7625,206.359375,
61,100,0.008623838424682617,11595.76456277128,7.6375,206.359375,
62,100,0.0083770751953125,11937.340619307832,7.5375,206.359375,
63,100,0.008228063583374023,12153.527860682101,7.4625,206.359375,
64,100,0.008347749710083008,11979.276268814441,7.6375,206.359375,
65,100,0.009338855743408203,10707.949961705386,8.0625,206.359375,
66,100,0.00943303108215332,10601.046379375712,7.925,206.359375,
67,100,0.008584022521972656,11649.550049994445,7.65,206.359375,
68,100,0.010197162628173828,9806.649520692074,8.4,206.84375,
69,100,0.00922393798828125,10841.356492969397,7.9375,206.84375,
70,100,0.009178876876831055,10894.579079976103,7.925,206.84375,
71,100,0.008095979690551758,12351.80964160556,7.3375,206.84375,
72,100,0.00857996940612793,11655.053213660489,7.5375,206.84375,
73,100,0.008935928344726562,11190.779082177161,7.8,206.84375,
74,100,0.008114814758300781,12323.140204489364,7.425,206.84375,
75,100,0.008050918579101562,12420.942904524994,7.375,206.84375,
76,100,0.008102893829345703,12341.269934678985,7.4,206.84375,
77,100,0.00843191146850586,11859.707063281117,7.525,206.84375,
78,100,0.008207082748413086,12184.597507480463,7.4625,206.84375,
79,100,0.00809788703918457,12348.900338583837,7.4,206.84375,
80,100,0.008185863494873047,12216.182210054174,7.45,206.84375,
81,100,1.3862318992614746,72.1380023452611,0.35,210.03125,
82,100,0.015069961547851562,6635.7169978483735,9.5625,210.03125,
83,100,0.011715888977050781,8535.417175417175,8.875,210.03125,
84,100,0.01049184799194336,9531.209380539018,8.4625,210.03125,
85,100,0.009643077850341797,10370.133016861988,8.175,210.03125,
86,100,0.009202957153320312,10866.072538860104,7.975,210.03125,
87,100,0.008866071701049805,11278.952322048028,7.7875,210.03125,
88,100,0.008599042892456055,11629.201208861286,7.6375,210.03125,
89,100,0.008305072784423828,12040.833668255153,7.5125,210.03125,
90,100,0.008610010147094727,11614.38817046493,7.7625,210.03125,
91,100,0.009649991989135742,10362.70290302656,8.25,210.03125,
92,100,0.009174108505249023,10900.241690272616,7.9125,210.03125,
93,100,0.00823521614074707,12142.972120089169,7.5,210.03125,
94,100,0.008189916610717773,12210.136531687578,7.5,210.03125,
95,100,0.009786844253540039,10217.798241126458,8.3,210.03125,
96,100,0.009293079376220703,10760.695777105033,7.925,210.03125,
97,100,0.008138179779052734,12287.760004687409,7.4125,210.03125,
98,100,0.00836801528930664,11950.264972363098,7.4875,210.03125,
99,100,0.008121013641357422,12313.733779578415,7.4,210.03125,
100,100,0.008324861526489258,12012.211816593637,7.5375,210.03125,
101,100,0.010313987731933594,9695.570966250578,7.075,210.03125,
102,100,0.008330821990966797,12003.617423158377,7.5625,210.03125,
103,100,0.00809621810913086,12351.445903763473,7.3375,210.03125,
104,100,0.008410930633544922,11889.290776121095,7.525,210.0625,
105,100,0.008549690246582031,11696.33017289459,7.625,210.0625,
106,100,0.008096694946289062,12350.718492343934,7.375,210.0625,
107,100,0.007996320724487305,12505.75151316378,7.3375,210.0625,
108,100,1.3849987983703613,72.20222870782527,0.275,212.125,
109,100,0.013188838958740234,7582.168552731479,9.2125,212.125,
110,100,0.011569023132324219,8643.772153985656,8.7375,212.125,
111,100,0.010581016540527344,9450.887787291573,8.4875,212.125,
112,100,0.009613037109375,10402.539682539682,8.075,212.125,
113,100,0.009082794189453125,11009.827803443932,7.925,212.125,
114,100,0.008852958679199219,11295.65873101368,7.7625,212.125,
115,100,0.008551836013793945,11693.395411079206,7.6625,212.125,
116,100,0.008640050888061523,11574.00590524021,7.5875,212.125,
117,100,0.008678913116455078,11522.180099994506,7.65,212.125,
118,100,0.00946807861328125,10561.804995970992,8.1625,212.125,
119,100,0.008423089981079102,11872.127713776217,7.55,212.125,
120,100,0.008192062377929688,12206.938300349244,7.375,212.125,
121,100,0.00997614860534668,10023.908419568386,8.3125,212.125,
122,100,0.008036136627197266,12443.790423070077,7.4125,212.125,
123,100,0.008774042129516602,11397.255509361159,7.675,212.125,
124,100,0.008073091506958008,12386.828504769499,7.3875,212.125,
125,100,0.008611679077148438,11612.137320044298,7.6625,212.125,
126,100,0.009005069732666016,11104.855705586444,7.9875,212.125,
127,100,0.008250236511230469,12120.86463992602,7.5,212.125,
128,100,0.008091926574707031,12357.996464348851,7.4375,212.125,
129,100,0.008243322372436523,12131.031091829356,7.45,212.125,
130,100,0.009208202362060547,10859.882968256434,7.875,212.125,
131,100,0.00830388069152832,12042.56223262224,7.525,212.125,
132,100,0.008358001708984375,11964.582382473756,7.5125,212.125,
133,100,0.00882577896118164,11330.444648549354,7.75,212.125,
134,100,0.009337663650512695,10709.316992212434,7.95,212.125,
135,100,1.3855540752410889,72.1732928269868,0.325,214.171875,
136,100,0.013339996337890625,7496.253931941665,9.25,214.171875,
137,100,0.011601924896240234,8619.259381036538,8.825,214.171875,
138,100,0.0103759765625,9637.64705882353,8.4625,214.171875,
139,100,0.009571075439453125,10448.146671980869,8.0875,214.171875,
140,100,0.009006977081298828,11102.504102917042,7.8625,214.171875,
141,100,0.008683919906616211,11515.536886033551,7.7125,214.171875,
142,100,0.008471965789794922,11803.635954297293,7.575,214.171875,
143,100,0.00849771499633789,11767.869367600022,7.625,214.171875,
144,100,0.008651971817016602,11558.058915924936,7.6875,214.171875,
145,100,0.008810043334960938,11350.681965793461,7.8375,214.171875,
146,100,0.008442163467407227,11845.304865994522,7.5875,214.171875,
147,100,0.008208751678466797,12182.120243973279,7.4375,214.171875,
148,100,0.01022791862487793,9777.160306767057,8.4125,214.171875,
149,100,0.008513927459716797,11745.460655278634,7.5,214.171875,
150,100,0.009282112121582031,10773.410048289325,7.9375,214.171875,
151,100,0.009621143341064453,10393.775090449522,8.1125,214.171875,
152,100,0.009678125381469727,10332.579508782303,8.1,214.171875,
153,100,0.009165048599243164,10911.01688301553,7.9125,214.171875,
154,100,0.008880138397216797,11261.085754174945,7.7125,214.171875,
155,100,0.009212970733642578,10854.262201749392,7.9125,214.171875,
156,100,0.009428977966308594,10605.60331748761,7.95,214.171875,
157,100,0.009243965148925781,10817.868564943774,7.9375,214.171875,
158,100,0.008738279342651367,11443.900575700527,7.75,214.171875,
159,100,0.008240222930908203,12135.594004976563,7.4,214.171875,
160,100,0.008168220520019531,12242.5685931115,7.4375,214.171875,
161,100,0.008080244064331055,12375.863798648608,7.3625,214.171875,
162,100,1.380505084991455,72.43725581830724,0.3125,214.203125,
163,100,0.013345003128051758,7493.441480713916,9.25,214.203125,
164,100,0.011303186416625977,8847.062793984265,8.725,214.203125,
165,100,0.010220766067504883,9784.002425995475,8.3875,214.203125,
166,100,0.009598970413208008,10417.783959663198,8.15,214.203125,
167,100,0.009244918823242188,10816.752630493089,7.8875,214.203125,
168,100,0.008760690689086914,11414.625119063818,7.75,214.203125,
169,100,0.008616924285888672,11605.068894914504,7.6375,214.203125,
170,100,0.008452892303466797,11830.27020928527,7.5875,214.203125,
171,100,0.008505105972290039,11757.643035348863,7.575,214.203125,
172,100,0.008555889129638672,11687.855988407735,7.725,214.203125,
173,100,0.009846210479736328,10156.191583127513,8.1625,214.203125,
174,100,0.008261680603027344,12104.074800877293,7.5125,214.203125,
175,100,0.010615825653076172,9419.89848627768,8.5375,214.203125,
176,100,0.008943796157836914,11180.93460933543,7.7625,214.203125,
177,100,0.009084701538085938,11007.516271257611,7.9,214.203125,
178,100,0.009051084518432617,11048.399757658774,7.85,214.203125,
179,100,0.009279012680053711,10777.008659009738,7.975,214.203125,
180,100,0.009052038192749023,11047.23575736824,7.85,214.203125,
181,100,0.00834798812866211,11978.934140629462,7.5375,214.203125,
182,100,0.008822917938232422,11334.118791547317,7.8,214.203125,
183,100,0.008558034896850586,11684.925477085944,7.625,214.203125,
184,100,0.008327722549438477,12008.084972372528,7.475,214.203125,
185,100,0.00854802131652832,11698.6137840627,7.6375,214.203125,
186,100,0.008676290512084961,11525.662938638674,7.7625,214.203125,
187,100,0.008526086807250977,11728.710047258186,7.7625,214.203125,
188,100,0.008185863494873047,12216.182210054174,7.4625,214.203125,
189,100,1.3797266483306885,72.47812464953734,0.3,216.875,
190,100,0.012484073638916016,8010.205874489134,9.0625,216.875,
191,100,0.010663032531738281,9378.195152490833,8.525,216.875,
192,100,0.009911060333251953,10089.737791676689,8.25,216.875,
193,100,0.009403705596923828,10634.10577556919,8.0125,216.875,
194,100,0.008841991424560547,11309.669417030686,7.75,216.875,
195,100,0.008630037307739258,11587.435422825096,7.7,216.875,
196,100,0.008466005325317383,11811.946267143541,7.5375,216.875,
197,100,0.008899688720703125,11236.34804972139,7.775,216.875,
198,100,0.009371042251586914,10671.17160666582,7.975,216.875,
199,100,0.00882411003112793,11332.587609089189,7.8625,216.875,
200,100,0.008956193923950195,11165.457207506988,7.825,216.875,
201,100,0.00987696647644043,10124.56610423154,6.8125,216.875,
202,100,0.009981155395507812,10018.880183451176,8.3875,217.265625,
203,100,0.008132219314575195,12296.766249376997,7.45,217.265625,
204,100,0.00812983512878418,12300.372444939734,7.4125,217.265625,
205,100,0.008193016052246094,12205.517401932255,7.425,217.265625,
206,100,0.008709192276000977,11482.12105450464,7.675,217.265625,
207,100,0.008794069290161133,11371.299986444354,7.7375,217.265625,
208,100,0.008524894714355469,11730.350151023604,7.6375,217.265625,
209,100,0.008533239364624023,11718.879047805314,7.6125,217.265625,
210,100,0.008296966552734375,12052.597701149425,7.475,217.265625,
211,100,0.008154869079589844,12262.61255993451,7.425,217.265625,
212,100,0.008187055587768555,12214.403447974606,7.4375,217.265625,
213,100,0.008273124694824219,12087.331412103746,7.4875,217.265625,
214,100,0.00895833969116211,11162.782775323361,7.7625,217.265625,
215,100,0.008479118347167969,11793.679001237206,7.625,217.265625,
216,100,2.6016879081726074,38.43658560501161,10.5375,254.015625,
217,100,0.7689509391784668,130.04730848867703,12.4125,253.109375,
218,100,0.5089490413665771,196.483325190063,12.4125,253.109375,
219,100,0.2716178894042969,368.1642627417384,12.35,252.125,
220,100,0.44741201400756836,223.50763249354412,12.4,256.96875,
221,100,1.2475547790527344,80.15680087084415,12.45,256.96875,
222,100,0.9522747993469238,105.01170467661294,12.4375,257.0,
223,100,0.6318409442901611,158.26767939571334,12.425,256.0,
224,100,0.413618803024292,241.7685058532674,12.3875,255.0,
225,100,0.1801919937133789,554.9636137500331,12.2875,254.0,
226,100,0.987227201461792,101.29380536914859,12.4375,257.03125,
227,100,1.1122748851776123,89.90583293088706,12.45,257.03125,
228,100,0.806638240814209,123.97131073163783,12.4375,257.046875,
229,100,0.6344709396362305,157.61163160181033,12.4375,253.046875,
230,100,0.26633286476135254,375.46999725176596,12.3375,252.046875,
231,100,0.08156228065490723,1226.0569370675569,12.0625,251.90625,
232,100,0.009750127792358398,10256.275828340873,8.3125,251.90625,
233,100,0.009150981903076172,10927.789067792195,7.8875,251.90625,
234,100,0.008050918579101562,12420.942904524994,7.425,251.90625,
235,100,0.008105993270874023,12336.551075031619,7.375,251.90625,
236,100,0.008499383926391602,11765.558641196107,7.6,251.90625,
237,100,0.008162975311279297,12250.435188971318,7.425,251.90625,
238,100,0.008230209350585938,12150.359212050986,7.4625,251.90625,
239,100,0.008975982666015625,11140.841478963026,7.825,251.90625,
240,100,0.009533166885375977,10489.693635113168,8.075,251.90625,
241,100,0.009482860565185547,10545.341177653743,8.0375,251.90625,
242,100,0.3656179904937744,273.50951703702543,0.6875,253.9375,
243,100,0.016618013381958008,6017.566462461084,9.8625,253.9375,
244,100,0.013663053512573242,7319.008149091734,8.325,253.9375,
245,100,0.011420011520385742,8756.558592037412,8.125,253.9375,
246,100,0.011046886444091797,9052.324426986663,7.6625,253.9375,
247,100,0.009233951568603516,10829.599793441776,7.9375,253.9375,
248,100,0.00896000862121582,11160.703547005136,7.825,253.9375,
249,100,0.008675813674926758,11526.296408255243,7.725,253.9375,
250,100,0.008458852767944336,11821.934101863075,7.5875,253.9375,
251,100,0.008269786834716797,12092.210113590498,7.5125,253.9375,
252,100,0.009018898010253906,11087.82912128582,8.0,253.9375,
253,100,0.008115053176879883,12322.778153186238,7.4125,253.9375,
254,100,0.008267641067504883,12095.34850188886,7.4625,253.9375,
255,100,0.008363962173461914,11956.055984721073,7.5125,253.9375,
256,100,0.010297060012817383,9711.509875199703,8.4125,252.9375,
257,100,0.009007930755615234,11101.328675030438,7.85,252.9375,
258,100,0.008153915405273438,12264.04678362573,7.4375,252.9375,
259,100,0.00802302360534668,12464.128852040058,7.3375,252.9375,
260,100,0.008383989334106445,11927.49608986208,7.4875,252.9375,
261,100,0.00841379165649414,11885.247945593652,7.55,252.9375,
262,100,0.008121728897094727,12312.64934683693,7.375,252.9375,
263,100,0.008199930191040039,12195.225772686303,7.4375,252.9375,
264,100,0.008670806884765625,11532.95204575451,7.6875,252.9375,
265,100,0.008364200592041016,11955.715181574596,7.5625,252.9375,
266,100,0.008109092712402344,12331.83582265083,7.425,252.9375,
267,100,0.00811004638671875,12330.38570084666,7.4,252.9375,
268,100,0.008410930633544922,11889.290776121095,7.55,252.9375,
269,100,1.3816580772399902,72.3768070026129,0.325,252.953125,
270,100,0.015300273895263672,6535.83071025649,9.6,252.953125,
271,100,0.012366771697998047,8086.184692500482,9.0625,252.953125,
272,100,0.010658979415893555,9381.761245442549,8.5375,252.953125,
273,100,0.00998997688293457,10010.033173432616,8.25,252.953125,
274,100,0.009305953979492188,10745.80856732937,8.0,252.953125,
275,100,0.008774757385253906,11396.326486251495,7.7375,252.953125,
276,100,0.008584022521972656,11649.550049994445,7.775,252.953125,
277,100,0.008369922637939453,11947.541730758276,7.525,252.953125,
278,100,0.008330821990966797,12003.617423158377,7.5375,252.953125,
279,100,0.0082550048828125,12113.863216266174,7.5625,252.953125,
280,100,0.008540868759155273,11708.410797532311,7.6375,252.953125,
281,100,0.008376836776733398,11937.680375693753,7.55,252.953125,
282,100,0.008383989334106445,11927.49608986208,7.5375,252.953125,
283,100,0.009955644607543945,10044.553009076322,8.3125,252.953125,
284,100,0.008703947067260742,11489.040457994357,7.6875,252.953125,
285,100,0.008117198944091797,12319.520648534335,7.425,252.953125,
286,100,0.00819706916809082,12199.482272185218,7.425,252.953125,
287,100,0.008026838302612305,12458.205364303323,7.3625,252.953125,
288,100,0.00843191146850586,11859.707063281117,7.575,252.953125,
289,100,0.008198976516723633,12196.644275785862,7.425,252.953125,
290,100,0.008025169372558594,12460.796197266785,7.3375,252.953125,
291,100,0.008102178573608398,12342.359415001618,7.375,252.953125,
292,100,0.008463859558105469,11814.940845070423,7.6125,252.953125,
293,100,0.008463859558105469,11814.940845070423,7.5875,252.953125,
294,100,0.008054018020629883,12416.162931825582,7.375,252.953125,
295,100,0.008450984954833984,11832.94024713649,7.5625,252.953125,
296,100,1.3843140602111816,72.23794287312568,0.2875,253.984375,
297,100,0.013880014419555664,7204.603466341447,9.3875,253.984375,
298,100,0.011529922485351562,8673.085194375517,8.775,253.984375,
299,100,0.010536909103393555,9490.449145830977,8.525,253.984375,
300,100,0.009712934494018555,10295.549718942537,8.15,253.984375,
301,100,0.011270761489868164,8872.51496625981,7.5125,253.984375,
302,100,0.008898019790649414,11238.455561212186,7.8125,253.984375,
303,100,0.008975982666015625,11140.841478963026,7.775,253.984375,
304,100,0.008373022079467773,11943.119109314046,7.5375,253.984375,
305,100,0.00868988037109375,11507.638279192273,7.6875,253.984375,
306,100,0.008592844009399414,11637.590521905608,7.7,253.984375,
307,100,0.00803685188293457,12442.682963006911,7.3875,253.984375,
308,100,0.008513927459716797,11745.460655278634,7.6,253.984375,
309,100,0.008925199508666992,11204.231334312808,7.7875,253.984375,
310,100,0.009991168975830078,10008.838829761848,8.325,253.984375,
311,100,0.007944107055664062,12587.94717887155,7.325,253.984375,
312,100,0.008819103240966797,11339.021357123547,7.7625,253.984375,
313,100,0.008044958114624023,12430.145511661678,7.375,253.984375,
314,100,0.008016109466552734,12474.879543156267,7.2875,253.984375,
315,100,0.008721113204956055,11466.42609147325,7.6875,253.984375,
316,100,0.008533000946044922,11719.206482257614,7.6,253.984375,
317,100,0.008341073989868164,11988.863798770903,7.525,253.984375,
318,100,0.008722066879272461,11465.172347811826,7.725,253.984375,
319,100,0.010053873062133789,9946.415613365269,8.5125,253.984375,
320,100,0.009119987487792969,10964.927324061488,7.825,253.984375,
321,100,0.008399724960327148,11905.151712980047,7.55,253.984375,
322,100,0.009119033813476562,10966.074043087221,7.8875,253.984375,
323,100,1.3812570571899414,72.39782014467468,0.2625,255.0,
324,100,0.013830184936523438,7230.561301889395,9.375,255.0,
325,100,0.01169586181640625,8550.03261578604,8.8625,255.0,
326,100,0.010616064071655273,9419.686931524693,8.525,255.0,
327,100,0.009634017944335938,10379.885171253218,8.125,255.0,
328,100,0.009248733520507812,10812.291194060632,7.9625,255.0,
329,100,0.008879899978637695,11261.38810578601,7.825,255.0,
330,100,0.008610963821411133,11613.101863388432,7.725,255.0,
331,100,0.008416891098022461,11880.87131405263,7.5875,255.0,
332,100,0.008861303329467773,11285.021658998574,7.7625,255.0,
333,100,0.008645057678222656,11567.302813017099,7.7625,255.0,
334,100,0.008288860321044922,12064.384743715123,7.5125,255.0,
335,100,0.008732080459594727,11452.02457337884,7.6875,255.0,
336,100,0.00845479965209961,11827.601376120918,7.575,255.0,
337,100,0.010909795761108398,9166.074433444786,8.6625,255.0,
338,100,0.009653806686401367,10358.60808574745,8.2625,255.0,
339,100,0.009295940399169922,10757.383944601179,7.9,255.0,
340,100,0.008066177368164062,12397.446204776543,7.35,255.0,
341,100,0.008761882781982422,11413.072108843537,7.6875,255.0,
342,100,0.008514881134033203,11744.145153161226,7.575,255.0,
343,100,0.008133172988891602,12295.324363146015,7.3875,255.0,
344,100,0.008617877960205078,11603.784651137055,7.7625,255.0,
345,100,0.008507966995239258,11753.689225164635,7.5625,255.0,
346,100,0.008218050003051758,12168.33676636978,7.45,255.0,
347,100,0.008486032485961914,11784.069901385104,7.6125,255.0,
348,100,0.008517026901245117,11741.18635053047,7.5875,255.0,
349,100,0.00835418701171875,11970.045662100456,7.55,255.0,
350,100,1.382479190826416,72.33381931790393,0.3,255.03125,
351,100,0.01110696792602539,9003.357231786373,8.6,255.03125,
352,100,0.00987696647644043,10124.56610423154,8.1875,255.03125,
353,100,0.00935506820678711,10689.392935419746,8.0,255.03125,
354,100,0.010073184967041016,9927.34674556213,8.3,255.03125,
355,100,0.009560108184814453,10460.13267494638,8.125,255.03125,
356,100,0.009070873260498047,11024.296903748094,7.95,255.03125,
357,100,0.008734941482543945,11448.273603188034,7.7,255.03125,
358,100,0.008510112762451172,11750.7256121477,7.6,255.03125,
359,100,0.008591175079345703,11639.851251595715,7.625,255.03125,
360,100,0.009508132934570312,10517.311935807422,8.075,255.03125,
361,100,0.009374856948852539,10666.829429566898,8.0875,255.03125,
362,100,0.008877992630004883,11263.80750328974,7.7875,255.03125,
363,100,0.008720159530639648,11467.68010936432,7.6625,255.03125,
364,100,0.010298967361450195,9709.711322545547,8.425,255.03125,
365,100,0.008711814880371094,11478.664477285167,7.625,255.03125,
366,100,0.009374856948852539,10666.829429566898,8.0125,255.03125,
367,100,0.008697032928466797,11498.174242008881,7.7375,255.03125,
368,100,0.008471012115478516,11804.96481846327,7.6,255.03125,
369,100,0.009496212005615234,10530.51468742154,8.075,255.03125,
370,100,0.009164094924926758,10912.152353201342,7.9125,255.03125,
371,100,0.008336067199707031,11996.064523509896,7.525,255.03125,
372,100,0.008224010467529297,12159.517597263291,7.4,255.03125,
373,100,0.008631229400634766,11585.835036738301,7.7,255.03125,
374,100,0.008307933807373047,12036.687137691557,7.5125,255.03125,
375,100,0.008194208145141602,12203.741744013501,7.4625,255.03125,
376,100,0.008028984069824219,12454.875875994774,7.35,255.03125,
377,100,1.381202220916748,72.40069447153567,0.25,255.046875,
378,100,0.01300501823425293,7689.339468715053,9.275,255.046875,
379,100,0.01114511489868164,8972.540966071963,8.675,255.046875,
380,100,0.010046005249023438,9954.205430036074,8.225,255.046875,
381,100,0.009649276733398438,10363.471041707848,8.1,255.046875,
382,100,0.009077072143554688,11016.768228619458,7.825,255.046875,
383,100,0.00869894027709961,11495.653127226882,7.6625,255.046875,
384,100,0.008574962615966797,11661.858421842851,7.5625,255.046875,
385,100,0.008817911148071289,11340.55427876166,7.725,255.046875,
386,100,0.00831294059753418,12029.437577078614,7.5,255.046875,
387,100,0.008308887481689453,12035.305595408896,7.625,255.046875,
388,100,0.008496284484863281,11769.850712762374,7.6125,255.046875,
389,100,0.008193016052246094,12205.517401932255,7.475,255.046875,
390,100,0.010439872741699219,9578.660820316069,8.4875,255.046875,
391,100,0.008301973342895508,12045.328968151403,7.475,255.046875,
392,100,0.008355140686035156,11968.679374500627,7.525,255.046875,
393,100,0.008138895034790039,12286.680141781644,7.45,255.046875,
394,100,0.008266925811767578,12096.394993366788,7.4625,255.046875,
395,100,0.008623123168945312,11596.726387967265,7.6625,255.046875,
396,100,0.008207082748413086,12184.597507480463,7.475,255.046875,
397,100,0.008239030838012695,12137.349885696096,7.475,255.046875,
398,100,0.008353948593139648,11970.387282742087,7.525,255.046875,
399,100,0.008194208145141602,12203.741744013501,7.4625,255.046875,
400,100,0.008569717407226562,11668.996216336524,7.8625,255.046875,
401,100,0.010187149047851562,9816.289084441116,7.05,255.046875,
402,100,0.008265018463134766,12099.186522817747,7.4875,255.046875,
403,100,0.008054971694946289,12414.692911055203,7.375,255.046875,
404,100,1.3899750709533691,71.94373632284719,0.3125,255.046875,
405,100,0.013455867767333984,7431.702044721642,9.275,255.046875,
406,100,0.01134490966796875,8814.525891055817,8.775,255.046875,
407,100,0.010642290115356445,9396.47377735959,8.525,255.046875,
408,100,0.009680032730102539,10330.543582670378,8.0875,255.046875,
409,100,0.00925898551940918,10800.319299600875,7.9875,255.046875,
410,100,0.008790969848632812,11375.309177695812,7.7625,255.046875,
411,100,0.008640050888061523,11574.00590524021,7.675,255.046875,
412,100,0.008445024490356445,11841.291888992406,7.625,255.046875,
413,100,0.008238077163696289,12138.754956154313,7.5,255.046875,
414,100,0.008283853530883789,12071.676500215859,7.6125,255.046875,
415,100,0.008378744125366211,11934.96286600461,7.55,255.046875,
416,100,0.00816798210144043,12242.925946466621,7.375,255.046875,
417,100,0.009925127029418945,10075.437795767373,8.35,255.046875,
418,100,0.00811004638671875,12330.38570084666,7.425,255.046875,
419,100,0.00802922248840332,12454.506042699766,7.35,255.046875,
420,100,0.008265018463134766,12099.186522817747,7.475,255.046875,
421,100,0.008480072021484375,11792.352676563203,7.6125,255.046875,
422,100,0.008720874786376953,11466.739570233474,7.7125,255.046875,
423,100,0.008164644241333008,12247.931084829903,7.45,255.046875,
424,100,0.008215904235839844,12171.514799767847,7.4875,255.046875,
425,100,0.008023977279663086,12462.647452087356,7.35,255.046875,
426,100,0.008421897888183594,11873.808175744536,7.525,255.046875,
427,100,0.00812387466430664,12309.397194341727,7.3875,255.046875,
428,100,0.008188009262084961,12212.980811227906,7.4375,255.046875,
429,100,0.00827789306640625,12080.36866359447,7.5,255.046875,
430,100,0.00820779800415039,12183.535699761807,7.45,255.046875,
431,100,1.3913280963897705,71.87377316643057,0.325,254.046875,
432,100,0.01320791244506836,7571.219177587638,9.175,254.046875,
433,100,0.011370182037353516,8794.93394841686,8.7875,254.046875,
434,100,0.010256767272949219,9749.660622966063,8.4,254.046875,
435,100,0.009658098220825195,10354.005282776667,8.1375,254.046875,
436,100,0.009182214736938477,10890.618752109678,7.9625,254.046875,
437,100,0.008807897567749023,11353.447202447012,7.7875,254.046875,
438,100,0.00860285758972168,11624.044563922069,7.625,254.046875,
439,100,0.008376836776733398,11937.680375693753,7.575,254.046875,
440,100,0.008201837539672852,12192.389756111741,7.5,254.046875,
441,100,0.008434057235717773,11856.689752650176,7.6625,254.046875,
442,100,0.008683204650878906,11516.485447556288,7.7,254.046875,
443,100,0.008563995361328125,11676.792873051225,7.6375,254.046875,
444,100,0.010518074035644531,9507.444011243086,8.5125,254.046875,
